id,progressType,time
"ADH138","Stopbar approached",1549641280500
"AEA406","Pushback Start",1549641108000
"AUA516P","Stopbar approached",1549641220000
"ADH138","Stopbar Passed",1549641488600
"ADH124","Gate Occupied",1549641063000
"EZY363E","Gate Occupied",1549641063000
"AEA406","Gate Occupied",1549641063000
"AUA516P","Runway Entry",1549641326500
"NOS436","Gate Occupied",1549641241000
"EZY363E","Pushback Start",1549641109000
"EZY152X","Gate Occupied",1549641063000
"ADH138","Lineup Complete",1549641501600
"AUA516P","Gate Vacated",1549641121000
"ADH646","Gate Occupied",1549641601600
"EZY54HY","Gate Occupied",1549641781600
"ADH138","Lineup Start",1549641485600
"EZY287C","Gate Occupied",1549641481600
"AEA406","Pushback Complete",1549641321500
"EZY363E","Pushback Complete",1549641259300
"AUA516P","Lineup Complete",1549641332500
"EZY363E","Gate Vacated",1549641109000
"ADH138","Gate Vacated",1549641121000
"ADH138","Gate Occupied",1549641063000
"TAR757","Gate Occupied",1549641601600
"AUA516P","Lineup Start",1549641316500
"AUA516P","Gate Occupied",1549641063000
"AUA516P","Stopbar Passed",1549641319500
"ADH138","Stopbar approached",1549641280500
"ADH138","Runway Entry",1549641495600
"AUA516P","Stopbar approached",1549641220000
"ADH124","Gate Occupied",1549641063000
"AEA406","Pushback Start",1549641108000
"NAPOLI","Gate Occupied",1549641063000
"AUA516P","Takeoff",1549641362600
"AEA406","Gate Vacated",1549641108000
"ADH138","Stopbar Passed",1549641488600
"ADH138","Takeoff",1549641534600
"EZY363E","Gate Occupied",1549641063000
"AEA406","Gate Occupied",1549641063000
"AUA516P","Runway Entry",1549641326500
"NOS436","Gate Occupied",1549641241000
"EZY287C","Gate Occupied",1549641481600
"EZY54HY","Gate Occupied",1549641781600
"AEA406","Pushback Complete",1549641321500
"EZY363E","Pushback Complete",1549641259300
"EZY152X","Gate Occupied",1549641063000
"EZY363E","Pushback Start",1549641109000
"ADH138","Lineup Start",1549641485600
"AUA516P","Lineup Complete",1549641332500
"AUA516P","Gate Vacated",1549641121000
"ADH138","Lineup Complete",1549641501600
"ADH646","Gate Occupied",1549641601600
"EZY363E","Gate Vacated",1549641109000
"ADH138","Gate Vacated",1549641121000
"ADH138","Gate Occupied",1549641063000
"AUA516P","Gate Occupied",1549641063000
"TAR757","Gate Occupied",1549641601600
"AUA516P","Stopbar Passed",1549641319500
"AUA516P","Lineup Start",1549641316500
"ADH138","Stopbar approached",1549641280500
"AUA516P","Stopbar approached",1549641220000
"ADH138","Runway Entry",1549641495600
"NAPOLI","Gate Occupied",1549641063000
"ADH124","Gate Occupied",1549641063000
"AEA406","Pushback Start",1549641108000
"AUA516P","Takeoff",1549641362600
"AEA406","Gate Vacated",1549641108000
"ADH138","Takeoff",1549641534600
"ADH138","Stopbar Passed",1549641488600
"EZY363E","Gate Occupied",1549641063000
"AEA406","Gate Occupied",1549641063000
"NOS436","Gate Occupied",1549641241000
"EZY287C","Gate Occupied",1549641481600
"AUA516P","Runway Entry",1549641326500
"EZY54HY","Gate Occupied",1549641781600
"ADH646","Gate Occupied",1549641601600
"AEA406","Pushback Complete",1549641321500
"EZY152X","Gate Occupied",1549641063000
"EZY363E","Pushback Complete",1549641259300
"ADH138","Lineup Complete",1549641501600
"AUA516P","Lineup Complete",1549641332500
"AUA516P","Gate Vacated",1549641121000
"EZY363E","Pushback Start",1549641109000
"EZY363E","Gate Vacated",1549641109000
"ADH138","Lineup Start",1549641485600
"ADH138","Gate Occupied",1549641063000
"AUA516P","Gate Occupied",1549641063000
"ADH138","Gate Vacated",1549641121000
"AUA516P","Stopbar Passed",1549641319500
"TAR757","Gate Occupied",1549641601600
"AUA516P","Lineup Start",1549641316500
"NAPOLI","Gate Occupied",1549641063000
"AUA516P","Stopbar approached",1549641220000
"AEA406","Pushback Start",1549641108000
"AUA516P","Takeoff",1549641362600
"ADH138","Stopbar approached",1549641280500
"ADH124","Gate Occupied",1549641063000
"ADH138","Runway Entry",1549641495600
"AEA406","Gate Vacated",1549641108000
"ADH138","Takeoff",1549641534600
"ADH138","Stopbar Passed",1549641488600
"AEA406","Gate Occupied",1549641063000
"EZY363E","Gate Occupied",1549641063000
