position,scenario,exercise,trafficType,objectId,timestamp,visible,authorized,moving,speed,status,phase,name,creator,heading,droneType,onlyRadar
{"lat":"44.93304676601635","lng":"8.059534858262214"},"LIMC","2022-06-06 10:40:07.505","plane","DLH252",1549641436100,true,true,false,184,"ok","AIRBORNE","DLH252","eArts",87,"UNKNOW","false"
{"lat":"45.62460250393698","lng":"8.719825728416836"},"LIMC","2022-06-06 10:40:07.505","plane","ADH124",1549641436100,true,true,false,0,"ok","STATIONARY","ADH124","eArts",78,"UNKNOW","false"
{"lat":"45.64202059334616","lng":"8.727136343366734"},"LIMC","2022-06-06 10:40:07.505","plane","EZY80XC",1549641436100,true,true,false,5,"ok","TAXIING","EZY80XC","eArts",349,"UNKNOW","false"
{"lat":"44.88760008420617","lng":"9.046081379549056"},"LIMC","2022-06-06 10:40:07.505","plane","EZY53VK",1549641436100,true,true,false,180,"ok","AIRBORNE","EZY53VK","eArts",325,"UNKNOW","false"
{"lat":"45.61959092555285","lng":"8.720206855899542"},"LIMC","2022-06-06 10:40:07.505","plane","AEA406",1549641436100,true,true,false,5,"ok","TAXIING","AEA406","eArts",169,"UNKNOW","false"
{"lat":"45.621954133615844","lng":"8.71580164458004"},"LIMC","2022-06-06 10:40:07.505","plane","NAPOLI",1549641436100,true,true,false,0,"ok","STATIONARY","NAPOLI","eArts",529,"UNKNOW","false"
{"lat":"45.27266135816575","lng":"9.053176939311975"},"LIMC","2022-06-06 10:40:07.505","plane","EZY84HN",1549641436100,true,true,false,177,"ok","AIRBORNE","EZY84HN","eArts",274,"UNKNOW","false"
{"lat":"45.64003433932127","lng":"8.677156379136829"},"LIMC","2022-06-06 10:40:07.505","drone","tnnpdAIh7mIKyvGrJOLy",1549641436100,false,false,true,3,"ok","none","Drone_01"," - Flutter App",88,"AOe1Xx3NxyiGci0wcwNf","true"
{"lat":"45.64003433932127","lng":"8.677156379136829"},"LIMC","2022-06-06 10:40:07.505","drone","tnnpdAIh7mIKyvGrJOLy",1549641436100,false,false,true,3,"ok","none","Drone_01"," - Flutter App",88,"AOe1Xx3NxyiGci0wcwNf","true"
{"lat":"45.64551675894887","lng":"8.724741292395818"},"LIMC","2022-06-06 10:40:07.505","plane","EZY152X",1549641436100,true,true,false,0,"ok","STATIONARY","EZY152X","eArts",349,"UNKNOW","false"
{"lat":"45.621954133615844","lng":"8.71580164458004"},"LIMC","2022-06-06 10:40:07.505","plane","NAPOLI",1549641436100,true,true,false,0,"ok","STATIONARY","NAPOLI","eArts",529,"UNKNOW","false"
{"lat":"45.62460250393698","lng":"8.719825728416836"},"LIMC","2022-06-06 10:40:07.505","plane","ADH124",1549641436100,true,true,false,0,"ok","STATIONARY","ADH124","eArts",78,"UNKNOW","false"
{"lat":"45.39111862966485","lng":"8.851529099044873"},"LIMC","2022-06-06 10:40:07.505","plane","EZY69BX",1549641452100,true,true,false,167,"ok","AIRBORNE","EZY69BX","eArts",316,"UNKNOW","false"
{"lat":"44.93304676601635","lng":"8.059534858262214"},"LIMC","2022-06-06 10:40:07.505","plane","DLH252",1549641452100,true,true,false,184,"ok","AIRBORNE","DLH252","eArts",87,"UNKNOW","false"
{"lat":"45.93653492586551","lng":"8.628595432505035"},"LIMC","2022-06-06 10:40:07.505","plane","BEL6DR",1549641452100,true,true,false,205,"ok","AIRBORNE","BEL6DR","eArts",152,"UNKNOW","false"
{"lat":"44.88760008420617","lng":"9.046081379549056"},"LIMC","2022-06-06 10:40:07.505","plane","EZY53VK",1549641452100,true,true,false,180,"ok","AIRBORNE","EZY53VK","eArts",325,"UNKNOW","false"
{"lat":"45.647181295394894","lng":"9.17703457925139"},"LIMC","2022-06-06 10:40:07.505","plane","THY4DX",1549641456100,true,true,false,180,"ok","AIRBORNE","THY4DX","eArts",269,"UNKNOW","false"
{"lat":"45.64551675894887","lng":"8.724741292395818"},"LIMC","2022-06-06 10:40:07.505","plane","EZY152X",1549641456100,true,true,false,0,"ok","STATIONARY","EZY152X","eArts",349,"UNKNOW","false"
{"lat":"45.62460250393698","lng":"8.719825728416836"},"LIMC","2022-06-06 10:40:07.505","plane","ADH124",1549641464100,true,true,false,0,"ok","STATIONARY","ADH124","eArts",78,"UNKNOW","false"
{"lat":"45.27266135816575","lng":"9.053176939311975"},"LIMC","2022-06-06 10:40:07.505","plane","EZY84HN",1549641472100,true,true,false,177,"ok","AIRBORNE","EZY84HN","eArts",274,"UNKNOW","false"
{"lat":"45.61427689128341","lng":"8.725750729342376"},"LIMC","2022-06-06 10:40:07.505","plane","AUA516P",1549641476100,true,true,false,0,"ok","STATIONARY","AUA516P","eArts",79,"UNKNOW","false"
{"lat":"45.62460250393698","lng":"8.719825728416836"},"LIMC","2022-06-06 10:40:07.505","plane","ADH124",1549641476100,true,true,false,0,"ok","STATIONARY","ADH124","eArts",78,"UNKNOW","false"
{"lat":"45.608698390152185","lng":"8.684331940902101"},"LIMC","2022-06-06 10:40:07.505","drone","rgtLKAtgyQOFPTTFqeqU",1549641476100,false,false,false,3,"ok","none","Drone_03"," - Flutter App",0,"qJfB2EiRwZzorBCifwNH","true"
{"lat":"45.623410365058255","lng":"8.735378757089522"},"LIMC","2022-06-06 10:40:07.505","plane","GWI3820",1549641388100,true,true,false,43,"ok","LANDING","GWI3820","eArts",349,"UNKNOW","false"
{"lat":"45.61427689128341","lng":"8.725750729342376"},"LIMC","2022-06-06 10:40:07.505","plane","AUA516P",1549641436100,true,true,false,0,"ok","STATIONARY","AUA516P","eArts",79,"UNKNOW","false"
{"lat":"45.61412035399197","lng":"8.724641511901114"},"LIMC","2022-06-06 10:40:07.505","plane","ADH138",1549641436100,true,true,false,0,"ok","TAXIING","ADH138","eArts",79,"UNKNOW","false"
{"lat":"45.93653492586551","lng":"8.628595432505035"},"LIMC","2022-06-06 10:40:07.505","plane","BEL6DR",1549641436100,true,true,false,205,"ok","AIRBORNE","BEL6DR","eArts",152,"UNKNOW","false"
{"lat":"45.64003433932127","lng":"8.677156379136829"},"LIMC","2022-06-06 10:40:07.505","drone","tnnpdAIh7mIKyvGrJOLy",1549641436100,false,false,true,3,"ok","none","Drone_01"," - Flutter App",88,"AOe1Xx3NxyiGci0wcwNf","true"
{"lat":"44.93304676601635","lng":"8.059534858262214"},"LIMC","2022-06-06 10:40:07.505","plane","DLH252",1549641436100,true,true,false,184,"ok","AIRBORNE","DLH252","eArts",87,"UNKNOW","false"
{"lat":"45.6428706819007","lng":"8.724630957920844"},"LIMC","2022-06-06 10:40:07.505","plane","EZY363E",1549641436100,true,true,false,5,"ok","TAXIING","EZY363E","eArts",170,"UNKNOW","false"
{"lat":"45.39111862966485","lng":"8.851529099044873"},"LIMC","2022-06-06 10:40:07.505","plane","EZY69BX",1549641436100,true,true,false,167,"ok","AIRBORNE","EZY69BX","eArts",316,"UNKNOW","false"
{"lat":"45.647181295394894","lng":"9.17703457925139"},"LIMC","2022-06-06 10:40:07.505","plane","THY4DX",1549641436100,true,true,false,180,"ok","AIRBORNE","THY4DX","eArts",269,"UNKNOW","false"
{"lat":"45.6428706819007","lng":"8.724630957920844"},"LIMC","2022-06-06 10:40:07.505","plane","EZY363E",1549641436100,true,true,false,5,"ok","TAXIING","EZY363E","eArts",170,"UNKNOW","false"
{"lat":"45.39111862966485","lng":"8.851529099044873"},"LIMC","2022-06-06 10:40:07.505","plane","EZY69BX",1549641436100,true,true,false,167,"ok","AIRBORNE","EZY69BX","eArts",316,"UNKNOW","false"
{"lat":"44.93304676601635","lng":"8.059534858262214"},"LIMC","2022-06-06 10:40:07.505","plane","DLH252",1549641436100,true,true,false,184,"ok","AIRBORNE","DLH252","eArts",87,"UNKNOW","false"
{"lat":"45.61427689128341","lng":"8.725750729342376"},"LIMC","2022-06-06 10:40:07.505","plane","AUA516P",1549641436100,true,true,false,0,"ok","STATIONARY","AUA516P","eArts",79,"UNKNOW","false"
{"lat":"45.61412035399197","lng":"8.724641511901114"},"LIMC","2022-06-06 10:40:07.505","plane","ADH138",1549641436100,true,true,false,0,"ok","TAXIING","ADH138","eArts",79,"UNKNOW","false"
{"lat":"44.93304676601635","lng":"8.059534858262214"},"LIMC","2022-06-06 10:40:07.505","plane","DLH252",1549641436100,true,true,false,184,"ok","AIRBORNE","DLH252","eArts",87,"UNKNOW","false"
{"lat":"45.64551675894887","lng":"8.724741292395818"},"LIMC","2022-06-06 10:40:07.505","plane","EZY152X",1549641436100,true,true,false,0,"ok","STATIONARY","EZY152X","eArts",349,"UNKNOW","false"
{"lat":"45.621954133615844","lng":"8.71580164458004"},"LIMC","2022-06-06 10:40:07.505","plane","NAPOLI",1549641436100,true,true,false,0,"ok","STATIONARY","NAPOLI","eArts",529,"UNKNOW","false"
{"lat":"44.88760008420617","lng":"9.046081379549056"},"LIMC","2022-06-06 10:40:07.505","plane","EZY53VK",1549641436100,true,true,false,180,"ok","AIRBORNE","EZY53VK","eArts",325,"UNKNOW","false"
{"lat":"45.608698390152185","lng":"8.684331940902101"},"LIMC","2022-06-06 10:40:07.505","drone","rgtLKAtgyQOFPTTFqeqU",1549641436100,false,false,false,3,"ok","none","Drone_03"," - Flutter App",0,"qJfB2EiRwZzorBCifwNH","true"
{"lat":"45.93653492586551","lng":"8.628595432505035"},"LIMC","2022-06-06 10:40:07.505","plane","BEL6DR",1549641436100,true,true,false,205,"ok","AIRBORNE","BEL6DR","eArts",152,"UNKNOW","false"
{"lat":"45.61427689128341","lng":"8.725750729342376"},"LIMC","2022-06-06 10:40:07.505","plane","AUA516P",1549641436100,true,true,false,0,"ok","STATIONARY","AUA516P","eArts",79,"UNKNOW","false"
{"lat":"45.62448754877359","lng":"8.691198395980226"},"LIMC","2022-06-06 10:40:07.505","drone","40YHXnhWAiFYJXEw5xLw",1549641452100,false,false,false,3,"ok","none","Drone_02"," - Flutter App",0,"iGbdly63CmE9yNzl8Xus","true"
{"lat":"45.647181295394894","lng":"9.17703457925139"},"LIMC","2022-06-06 10:40:07.505","plane","THY4DX",1549641452100,true,true,false,180,"ok","AIRBORNE","THY4DX","eArts",269,"UNKNOW","false"
{"lat":"45.39111862966485","lng":"8.851529099044873"},"LIMC","2022-06-06 10:40:07.505","plane","EZY69BX",1549641452100,true,true,false,167,"ok","AIRBORNE","EZY69BX","eArts",316,"UNKNOW","false"
{"lat":"44.93304676601635","lng":"8.059534858262214"},"LIMC","2022-06-06 10:40:07.505","plane","DLH252",1549641452100,true,true,false,184,"ok","AIRBORNE","DLH252","eArts",87,"UNKNOW","false"
{"lat":"45.64202059334616","lng":"8.727136343366734"},"LIMC","2022-06-06 10:40:07.505","plane","EZY80XC",1549641452100,true,true,false,5,"ok","TAXIING","EZY80XC","eArts",349,"UNKNOW","false"
{"lat":"45.64202059334616","lng":"8.727136343366734"},"LIMC","2022-06-06 10:40:07.505","plane","EZY80XC",1549641460100,true,true,false,5,"ok","TAXIING","EZY80XC","eArts",349,"UNKNOW","false"
{"lat":"45.608698390152185","lng":"8.684331940902101"},"LIMC","2022-06-06 10:40:07.505","drone","rgtLKAtgyQOFPTTFqeqU",1549641460100,false,false,false,3,"ok","none","Drone_03"," - Flutter App",0,"qJfB2EiRwZzorBCifwNH","true"
{"lat":"45.621954133615844","lng":"8.71580164458004"},"LIMC","2022-06-06 10:40:07.505","plane","NAPOLI",1549641472100,true,true,false,0,"ok","STATIONARY","NAPOLI","eArts",529,"UNKNOW","false"
{"lat":"45.623410365058255","lng":"8.735378757089522"},"LIMC","2022-06-06 10:40:07.505","plane","GWI3820",1549641476100,true,true,false,43,"ok","LANDING","GWI3820","eArts",349,"UNKNOW","false"
{"lat":"45.39111862966485","lng":"8.851529099044873"},"LIMC","2022-06-06 10:40:07.505","plane","EZY69BX",1549641388100,true,true,false,167,"ok","AIRBORNE","EZY69BX","eArts",316,"UNKNOW","false"
{"lat":"45.62460250393698","lng":"8.719825728416836"},"LIMC","2022-06-06 10:40:07.505","plane","ADH124",1549641388100,true,true,false,0,"ok","STATIONARY","ADH124","eArts",78,"UNKNOW","false"
{"lat":"45.60248828814272","lng":"8.730620903723787"},"LIMC","2022-06-06 10:40:07.505","plane","BAW13MX",1549641388100,true,true,false,132,"ok","AIRBORNE","BAW13MX","eArts",349,"UNKNOW","false"
{"lat":"44.93304676601635","lng":"8.059534858262214"},"LIMC","2022-06-06 10:40:07.505","plane","DLH252",1549641436100,true,true,false,184,"ok","AIRBORNE","DLH252","eArts",87,"UNKNOW","false"
{"lat":"45.60248828814272","lng":"8.730620903723787"},"LIMC","2022-06-06 10:40:07.505","plane","BAW13MX",1549641436100,true,true,false,132,"ok","AIRBORNE","BAW13MX","eArts",349,"UNKNOW","false"
{"lat":"45.621954133615844","lng":"8.71580164458004"},"LIMC","2022-06-06 10:40:07.505","plane","NAPOLI",1549641436100,true,true,false,0,"ok","STATIONARY","NAPOLI","eArts",529,"UNKNOW","false"
{"lat":"45.62448754877359","lng":"8.691198395980226"},"LIMC","2022-06-06 10:40:07.505","drone","40YHXnhWAiFYJXEw5xLw",1549641436100,false,false,false,3,"ok","none","Drone_02"," - Flutter App",0,"iGbdly63CmE9yNzl8Xus","true"
{"lat":"45.61427689128341","lng":"8.725750729342376"},"LIMC","2022-06-06 10:40:07.505","plane","AUA516P",1549641436100,true,true,false,0,"ok","STATIONARY","AUA516P","eArts",79,"UNKNOW","false"
{"lat":"45.62460250393698","lng":"8.719825728416836"},"LIMC","2022-06-06 10:40:07.505","plane","ADH124",1549641436100,true,true,false,0,"ok","STATIONARY","ADH124","eArts",78,"UNKNOW","false"
{"lat":"45.627721052658124","lng":"8.718975143893646"},"LIMC","2022-06-06 10:40:07.505","plane","NOS436",1549641436100,true,true,false,0,"ok","STATIONARY","NOS436","eArts",79,"UNKNOW","false"
{"lat":"45.27266135816575","lng":"9.053176939311975"},"LIMC","2022-06-06 10:40:07.505","plane","EZY84HN",1549641436100,true,true,false,177,"ok","AIRBORNE","EZY84HN","eArts",274,"UNKNOW","false"
{"lat":"45.627721052658124","lng":"8.718975143893646"},"LIMC","2022-06-06 10:40:07.505","plane","NOS436",1549641436100,true,true,false,0,"ok","STATIONARY","NOS436","eArts",79,"UNKNOW","false"
{"lat":"45.64202059334616","lng":"8.727136343366734"},"LIMC","2022-06-06 10:40:07.505","plane","EZY80XC",1549641436100,true,true,false,5,"ok","TAXIING","EZY80XC","eArts",349,"UNKNOW","false"
{"lat":"45.27266135816575","lng":"9.053176939311975"},"LIMC","2022-06-06 10:40:07.505","plane","EZY84HN",1549641436100,true,true,false,177,"ok","AIRBORNE","EZY84HN","eArts",274,"UNKNOW","false"
{"lat":"45.61412035399197","lng":"8.724641511901114"},"LIMC","2022-06-06 10:40:07.505","plane","ADH138",1549641436100,true,true,false,0,"ok","TAXIING","ADH138","eArts",79,"UNKNOW","false"
{"lat":"45.627721052658124","lng":"8.718975143893646"},"LIMC","2022-06-06 10:40:07.505","plane","NOS436",1549641436100,true,true,false,0,"ok","STATIONARY","NOS436","eArts",79,"UNKNOW","false"
{"lat":"45.27266135816575","lng":"9.053176939311975"},"LIMC","2022-06-06 10:40:07.505","plane","EZY84HN",1549641436100,true,true,false,177,"ok","AIRBORNE","EZY84HN","eArts",274,"UNKNOW","false"
{"lat":"44.88760008420617","lng":"9.046081379549056"},"LIMC","2022-06-06 10:40:07.505","plane","EZY53VK",1549641436100,true,true,false,180,"ok","AIRBORNE","EZY53VK","eArts",325,"UNKNOW","false"
{"lat":"45.61959092555285","lng":"8.720206855899542"},"LIMC","2022-06-06 10:40:07.505","plane","AEA406",1549641436100,true,true,false,5,"ok","TAXIING","AEA406","eArts",169,"UNKNOW","false"
{"lat":"44.88760008420617","lng":"9.046081379549056"},"LIMC","2022-06-06 10:40:07.505","plane","EZY53VK",1549641452100,true,true,false,180,"ok","AIRBORNE","EZY53VK","eArts",325,"UNKNOW","false"
{"lat":"44.93304676601635","lng":"8.059534858262214"},"LIMC","2022-06-06 10:40:07.505","plane","DLH252",1549641452100,true,true,false,184,"ok","AIRBORNE","DLH252","eArts",87,"UNKNOW","false"
{"lat":"44.88760008420617","lng":"9.046081379549056"},"LIMC","2022-06-06 10:40:07.505","plane","EZY53VK",1549641460100,true,true,false,180,"ok","AIRBORNE","EZY53VK","eArts",325,"UNKNOW","false"
{"lat":"45.61412035399197","lng":"8.724641511901114"},"LIMC","2022-06-06 10:40:07.505","plane","ADH138",1549641460100,true,true,false,0,"ok","TAXIING","ADH138","eArts",79,"UNKNOW","false"
{"lat":"45.61427689128341","lng":"8.725750729342376"},"LIMC","2022-06-06 10:40:07.505","plane","AUA516P",1549641460100,true,true,false,0,"ok","STATIONARY","AUA516P","eArts",79,"UNKNOW","false"
{"lat":"45.39111862966485","lng":"8.851529099044873"},"LIMC","2022-06-06 10:40:07.505","plane","EZY69BX",1549641464100,true,true,false,167,"ok","AIRBORNE","EZY69BX","eArts",316,"UNKNOW","false"
{"lat":"45.60248828814272","lng":"8.730620903723787"},"LIMC","2022-06-06 10:40:07.505","plane","BAW13MX",1549641464100,true,true,false,132,"ok","AIRBORNE","BAW13MX","eArts",349,"UNKNOW","false"
{"lat":"45.27266135816575","lng":"9.053176939311975"},"LIMC","2022-06-06 10:40:07.505","plane","EZY84HN",1549641468100,true,true,false,177,"ok","AIRBORNE","EZY84HN","eArts",274,"UNKNOW","false"
{"lat":"45.627721052658124","lng":"8.718975143893646"},"LIMC","2022-06-06 10:40:07.505","plane","NOS436",1549641472100,true,true,false,0,"ok","STATIONARY","NOS436","eArts",79,"UNKNOW","false"
{"lat":"44.93304676601635","lng":"8.059534858262214"},"LIMC","2022-06-06 10:40:07.505","plane","DLH252",1549641476100,true,true,false,184,"ok","AIRBORNE","DLH252","eArts",87,"UNKNOW","false"
{"lat":"45.647181295394894","lng":"9.17703457925139"},"LIMC","2022-06-06 10:40:07.505","plane","THY4DX",1549641388100,true,true,false,180,"ok","AIRBORNE","THY4DX","eArts",269,"UNKNOW","false"
{"lat":"45.64003433932127","lng":"8.677156379136829"},"LIMC","2022-06-06 10:40:07.505","drone","tnnpdAIh7mIKyvGrJOLy",1549641388100,false,false,true,3,"ok","none","Drone_01"," - Flutter App",88,"AOe1Xx3NxyiGci0wcwNf","true"
{"lat":"45.62460250393698","lng":"8.719825728416836"},"LIMC","2022-06-06 10:40:07.505","plane","ADH124",1549641388100,true,true,false,0,"ok","STATIONARY","ADH124","eArts",78,"UNKNOW","false"
{"lat":"45.39111862966485","lng":"8.851529099044873"},"LIMC","2022-06-06 10:40:07.505","plane","EZY69BX",1549641436100,true,true,false,167,"ok","AIRBORNE","EZY69BX","eArts",316,"UNKNOW","false"
{"lat":"45.27266135816575","lng":"9.053176939311975"},"LIMC","2022-06-06 10:40:07.505","plane","EZY84HN",1549641436100,true,true,false,177,"ok","AIRBORNE","EZY84HN","eArts",274,"UNKNOW","false"
{"lat":"45.61427689128341","lng":"8.725750729342376"},"LIMC","2022-06-06 10:40:07.505","plane","AUA516P",1549641436100,true,true,false,0,"ok","STATIONARY","AUA516P","eArts",79,"UNKNOW","false"
{"lat":"45.61959092555285","lng":"8.720206855899542"},"LIMC","2022-06-06 10:40:07.505","plane","AEA406",1549641436100,true,true,false,5,"ok","TAXIING","AEA406","eArts",169,"UNKNOW","false"
{"lat":"45.621954133615844","lng":"8.71580164458004"},"LIMC","2022-06-06 10:40:07.505","plane","NAPOLI",1549641436100,true,true,false,0,"ok","STATIONARY","NAPOLI","eArts",529,"UNKNOW","false"
{"lat":"45.64003433932127","lng":"8.677156379136829"},"LIMC","2022-06-06 10:40:07.505","drone","tnnpdAIh7mIKyvGrJOLy",1549641436100,false,false,true,3,"ok","none","Drone_01"," - Flutter App",88,"AOe1Xx3NxyiGci0wcwNf","true"
{"lat":"45.6428706819007","lng":"8.724630957920844"},"LIMC","2022-06-06 10:40:07.505","plane","EZY363E",1549641436100,true,true,false,5,"ok","TAXIING","EZY363E","eArts",170,"UNKNOW","false"
{"lat":"45.62448754877359","lng":"8.691198395980226"},"LIMC","2022-06-06 10:40:07.505","drone","40YHXnhWAiFYJXEw5xLw",1549641436100,false,false,false,3,"ok","none","Drone_02"," - Flutter App",0,"iGbdly63CmE9yNzl8Xus","true"
{"lat":"45.27266135816575","lng":"9.053176939311975"},"LIMC","2022-06-06 10:40:07.505","plane","EZY84HN",1549641436100,true,true,false,177,"ok","AIRBORNE","EZY84HN","eArts",274,"UNKNOW","false"
{"lat":"45.39111862966485","lng":"8.851529099044873"},"LIMC","2022-06-06 10:40:07.505","plane","EZY69BX",1549641436100,true,true,false,167,"ok","AIRBORNE","EZY69BX","eArts",316,"UNKNOW","false"
{"lat":"45.623410365058255","lng":"8.735378757089522"},"LIMC","2022-06-06 10:40:07.505","plane","GWI3820",1549641436100,true,true,false,43,"ok","LANDING","GWI3820","eArts",349,"UNKNOW","false"
{"lat":"45.93653492586551","lng":"8.628595432505035"},"LIMC","2022-06-06 10:40:07.505","plane","BEL6DR",1549641436100,true,true,false,205,"ok","AIRBORNE","BEL6DR","eArts",152,"UNKNOW","false"
{"lat":"45.62460250393698","lng":"8.719825728416836"},"LIMC","2022-06-06 10:40:07.505","plane","ADH124",1549641436100,true,true,false,0,"ok","STATIONARY","ADH124","eArts",78,"UNKNOW","false"
{"lat":"45.61959092555285","lng":"8.720206855899542"},"LIMC","2022-06-06 10:40:07.505","plane","AEA406",1549641436100,true,true,false,5,"ok","TAXIING","AEA406","eArts",169,"UNKNOW","false"
{"lat":"45.647181295394894","lng":"9.17703457925139"},"LIMC","2022-06-06 10:40:07.505","plane","THY4DX",1549641436100,true,true,false,180,"ok","AIRBORNE","THY4DX","eArts",269,"UNKNOW","false"
{"lat":"45.6428706819007","lng":"8.724630957920844"},"LIMC","2022-06-06 10:40:07.505","plane","EZY363E",1549641436100,true,true,false,5,"ok","TAXIING","EZY363E","eArts",170,"UNKNOW","false"
{"lat":"45.64202059334616","lng":"8.727136343366734"},"LIMC","2022-06-06 10:40:07.505","plane","EZY80XC",1549641436100,true,true,false,5,"ok","TAXIING","EZY80XC","eArts",349,"UNKNOW","false"
{"lat":"44.88760008420617","lng":"9.046081379549056"},"LIMC","2022-06-06 10:40:07.505","plane","EZY53VK",1549641436100,true,true,false,180,"ok","AIRBORNE","EZY53VK","eArts",325,"UNKNOW","false"
{"lat":"45.39111862966485","lng":"8.851529099044873"},"LIMC","2022-06-06 10:40:07.505","plane","EZY69BX",1549641436100,true,true,false,167,"ok","AIRBORNE","EZY69BX","eArts",316,"UNKNOW","false"
{"lat":"45.623410365058255","lng":"8.735378757089522"},"LIMC","2022-06-06 10:40:07.505","plane","GWI3820",1549641436100,true,true,false,43,"ok","LANDING","GWI3820","eArts",349,"UNKNOW","false"
{"lat":"45.64551675894887","lng":"8.724741292395818"},"LIMC","2022-06-06 10:40:07.505","plane","EZY152X",1549641436100,true,true,false,0,"ok","STATIONARY","EZY152X","eArts",349,"UNKNOW","false"
{"lat":"45.647181295394894","lng":"9.17703457925139"},"LIMC","2022-06-06 10:40:07.505","plane","THY4DX",1549641452100,true,true,false,180,"ok","AIRBORNE","THY4DX","eArts",269,"UNKNOW","false"
{"lat":"45.640041996154544","lng":"8.677619311922326"},"LIMC","2022-06-06 10:40:07.505","drone","tnnpdAIh7mIKyvGrJOLy",1549641452100,false,false,true,3,"ok","none","Drone_01"," - Flutter App",88,"AOe1Xx3NxyiGci0wcwNf","true"
{"lat":"45.27266135816575","lng":"9.053176939311975"},"LIMC","2022-06-06 10:40:07.505","plane","EZY84HN",1549641452100,true,true,false,177,"ok","AIRBORNE","EZY84HN","eArts",274,"UNKNOW","false"
{"lat":"45.60248828814272","lng":"8.730620903723787"},"LIMC","2022-06-06 10:40:07.505","plane","BAW13MX",1549641452100,true,true,false,132,"ok","AIRBORNE","BAW13MX","eArts",349,"UNKNOW","false"
{"lat":"45.62460250393698","lng":"8.719825728416836"},"LIMC","2022-06-06 10:40:07.505","plane","ADH124",1549641452100,true,true,false,0,"ok","STATIONARY","ADH124","eArts",78,"UNKNOW","false"
{"lat":"45.6428706819007","lng":"8.724630957920844"},"LIMC","2022-06-06 10:40:07.505","plane","EZY363E",1549641452100,true,true,false,5,"ok","TAXIING","EZY363E","eArts",170,"UNKNOW","false"
{"lat":"45.621954133615844","lng":"8.71580164458004"},"LIMC","2022-06-06 10:40:07.505","plane","NAPOLI",1549641456100,true,true,false,0,"ok","STATIONARY","NAPOLI","eArts",529,"UNKNOW","false"
{"lat":"45.647181295394894","lng":"9.17703457925139"},"LIMC","2022-06-06 10:40:07.505","plane","THY4DX",1549641468100,true,true,false,180,"ok","AIRBORNE","THY4DX","eArts",269,"UNKNOW","false"
